Name,Country,DoB,PlayerId
Alex Marrow,England,21/01/1990,2114
Álex Martín,Spain,24/04/1990,2115
Alex Martinez,United States,25/08/1991,2116
Álex Martínez,Spain,12/8/90,2117
Alex Mathie,Scotland,20/12/1968,2118
Alex Matsukatov,Russia,11/1/99,2119
Alex Matthews,England,TBD,2120
Alex McCarthy,England,29,2121
Alex McMillan,England,TBD,2122
Alex McQuade,England,7/11/92,2123
Alex McQueen,England,24/03/1995,2124
Alex McQuillan,Northern Ireland,1/1/51,2125
Alex McSkeane,England,TBD,2126
Alex Melbourne,England,2/9/89,2127
Alex Mendoza,United States,16/08/1990,2128
Álex Menéndez,Spain,15/07/1991,2129
Alex Meret,Italy,22/03/1997,2130
Alex Mighten,England,11/4/02,2131
Alex Moraes,Brazil,25/03/1988,2132
Álex Moreno,Spain,8/6/93,2133
Alex Morgan,England,24/03/1999,2134
Alex Morrell,United States,11/5/94,2135
Alex Mowatt,England,13/02/1995,2136
Álex Mozo,Spain,22/04/1995,2137
Álex Mula,Spain,23/07/1996,2138
Álex Mula,Spain,5/1/92,2139
Álex Muñoz,Spain,30/07/1994,2140
Alex Muyl,United States,30/09/1995,2141
Alex Naylor,England,TBD,2142
Alex Newby,England,21/11/1995,2143
Alex Nicholls,England,9/12/87,2144
Alex Nicholson,Wales,1/2/94,2145
Alex Nimely,England,11/5/91,2146
Alex Notman,Scotland,10/12/79,2147
Alex Nyarko,Ghana,15/10/1973,2148
Alex O'Hanlon,Ireland,24/04/1996,2149
Alex O'Reilly,Ireland,15/09/1979,2150
Álex Ortiz,Spain,25/09/1985,2151
Alex Osborn,England,25/07/1993,2152
Alex Oxlade-Chamberlain,England,25,2153
Álex Pachón,Spain,17/07/2000,2154
Alex Palezevic,New Zealand,11/11/96,2155
Alex Palmer,England,10/8/96,2156
Alex Pascanu,Romania,28/09/1998,2157
Alex Pattison,England,6/9/97,2158
Alex Pavlidis,Australia,TBD,2159
Alex Pearce,Ireland,9/11/88,2160
Alex Pedone,Italy,10/2/94,2161
Alex Penny,Wales,16/02/1997,2162
Alex Pérez,Spain,20/08/1997,2163
Álex Pérez,Spain,11/8/91,2164
Álex Pérez,Spain,21/01/1985,2165
Álex Pérez,Spain,21/01/1985,2166
Álex Pérez,Spain,12/12/95,2167
Alex Perry,England,4/3/98,2168
Alex Peterson,England,17/10/1994,2169
Alex Pike,England,8/2/97,2170
Alex Pinto,Portugal,8/7/98,2171
Álex Portillo,Spain,6/11/92,2172
Alex Pritchard,England,25,2173
Alex Prosser,England,31/10/1998,2174
Alex Przespolewski,England,TBD,2175
Alex Purver,England,1/12/95,2176
Alex Querter,Belgium,18/12/1957,2177
Álex Quillo,Spain,7/10/86,2178
Álex Quintanilla,Spain,2/7/90,2179
Alex Rae,Scotland,30/09/1969,2180
Alex Rae,Scotland,23/08/1946,2181
Alex Read,England,24/10/1997,2182
Alex Read,England,TBD,2183
Alex Reid,England,6/9/95,2184
Álex Remiro,Spain,24/03/1995,2185
Alex Rennie,Scotland,27/09/1948,2186
Alex Revell,England,7/7/83,2187
Alex Rhodes,England,23/01/1982,2188
Alex Robertson,England,17/04/2003,2189
Alex Robson,Northern Ireland,1/1/48,2190
Alex Rodman,England,15/02/1987,2191
Alex Roldan,United States,28/07/1996,2192
Álex Román,Spain,24/12/1993,2193
Álex Rubio,Spain,27/03/1993,2194
Alex Russell,England,17/05/1973,2195
Alex Rutter,England,9/12/01,2196
Alex Ryan John,Wales,8/2/01,2197
Alex Salmon,England,9/7/94,2198
Alex Samizadeh,Iran,10/11/98,2199
Alex Samuel,Wales,20/09/1995,2200
Álex Sánchez,Spain,3/2/91,2201
Álex Sánchez,Spain,6/6/89,2202
Álex Sánchez,Spain,TBD,2203
Alex Sandro,Brazil,26/01/1991,2204
Álex Santelices,Spain,16/02/1993,2205
Álex Satrústegui,Spain,1/1/94,2206
Alex Schalk,Netherlands,7/8/92,2207
Alex Scott,England,14/10/1984,2208
Álex Serrano,Spain,6/2/95,2209
Alex Shields,United States,19/08/1997,2210
Alex Silva,Brazil,10/3/85,2211
Alex Silva,Brazil,15/03/1994,2212
Alex Simmons,England,13/03/1996,2213
Alex Smith,England,15/02/1976,2214
Alex Smith,England,31/10/1991,2215
Alex Smithies,England,28,2216
Alex Sobczyk,Austria,20/05/1997,2217
Alex Stanley,England,9/10/83,2218
Alex Stavrinou,Cyprus,13/09/1990,2219
Alex Stepney,England,18/09/1942,2220
Alex Storey,England,11/9/98,2221
Alex Sykes,England,2/4/74,2222
Alex Tambakis,Greece,8/12/92,2223
Alex Taylor,England,11/11/85,2224
Alex Taylor,England,TBD,2225
Alex Taylor,Scotland,13/06/1962,2226
Alex Teixeira,Brazil,6/1/90,2227
Alex Telles,Brazil,15/12/1992,2228
Alex Titchiner,Wales,13/08/1991,2229
Alex Tokarczyk,Scotland,13/03/1992,2230
Alex Tomlinson,England,TBD,2231
Alex Troke,England,TBD,2232
Alex Tsaptsinos,Greece,TBD,2233
Alex Turner,England,26/09/2000,2234
Álex Ubeira,Spain,10/8/98,2235
Álex Ujía,Spain,9/6/99,2236
Álex Vallejo,Spain,16/01/1992,2237
Alex Varney,England,27/12/1984,2238
Alex Wall,England,22/09/1990,2239
Alex White,Scotland,28/08/1988,2240
Alex Whitmore,England,7/9/95,2241
Alex Whittle,England,15/03/1993,2242
Alex Wiles,England,TBD,2243
Alex Wilhelm,Luxembourg,30/04/1968,2244
Alex Wilkinson,Australia,13/08/1984,2245
Alex Willis,England,TBD,2246
Alex Wimmer,United States,TBD,2247
Alex Witham,England,TBD,2248
Alex Wollerton,England,TBD,2249
Alex Woodhouse,England,TBD,2250
Alex Woodyard,England,3/5/93,2251
Alex Wynter,England,15/09/1993,2252
Álex Zalaya,Spain,29/04/1998,2253
Álex Zambrano,Spain,4/8/91,2254
Alex-Ray Harvey,England,4/4/90,2255
Alexa Campana,England,11/10/88,2256
Alexa Uifaleanu,Romania,23/10/1947,2257
Alexandar Borkovic,Austria,11/6/99,2258
Alexander Albistegi,Spain,1/7/87,2259
Alexander Amisulashvili,Georgia,20/08/1982,2260
Alexander Anyukov,Russia,28/09/1982,2261
Alexander Aschauer,Austria,14/03/1992,2262
Alexander Asís Ayala,Ecuador,26/03/1989,2263
Alexander Bannink,Netherlands,26/02/1990,2264
Alexander Barboza,Argentina,16/03/1995,2265
Alexander Baumjohann,Germany,23/01/1987,2266
Alexander Beckett,Scotland,19/02/1954,2267
Alexander Berloffa,Austria,27/11/1963,2268
Alexander Blomqvist,Sweden,3/8/94,2269
Alexander Bono,United States,1/4/94,2270
Alexander Bontschev,Bulgaria,30/11/1965,2271
Alexander Borodjuk,Russia,30/11/1962,2272
Alexander Brunst,Germany,7/7/95,2273
Alexander Büttner,Netherlands,11/2/89,2274
Alexander Callens,Peru,4/5/92,2275
Alexander Christovao,Angola,14/03/1993,2276
Alexander Corryn,Belgium,3/1/94,2277
Alexander Dartsch,Germany,29/08/1994,2278
Alexander Dercho,Germany,21/01/1987,2279
Alexander Domínguez,Ecuador,5/6/87,2280
Alexander Edwards,Scotland,14/03/1946,2281
Alexander Egger,Austria,15/10/1993,2282
Alexander Esswein,Germany,25/03/1990,2283
Alexander Faltsetas,Sweden,4/7/87,2284
Alexander Farnerud,Sweden,1/5/84,2285
Alexander Frank,Austria,24/03/1994,2286
Alexander Fransson,Sweden,2/4/94,2287
Alexander Frei,Switzerland,15/06/1979,2288
Alexander Fuchs,Germany,5/1/97,2289
Alexander Gahr,Germany,17/12/1986,2290
Alexander Gerndt,Sweden,14/07/1986,2291
Alexander Geynrikh,Uzbekistan,6/10/84,2292
Alexander Gibson-Hammond,England,10/11/02,2293
Alexander Gogic,Cyprus,13/04/1994,2294
Alexander González,Venezuela,13/09/1992,2295
Alexander Gorgon,Austria,28/10/1988,2296
Alexander Groiß,Germany,1/7/98,2297
Alexander Grünwald,Austria,1/5/89,2298
Alexander Hack,Germany,8/9/93,2299
Alexander Hasmark Jensen,Denmark,8/4/00,2300
Alexander Heinze,Germany,24/12/1993,2301
Alexander Hien,Germany,3/4/93,2302
Alexander Hofer,Austria,26/09/1996,2303
Alexander Högnason,Iceland,7/8/68,2304
Alexander Huber,Germany,25/02/1985,2305
Alexander Ibser,Austria,19/02/1991,2306
Alexander Iriondo,Spain,21/05/1994,2307
Alexander Isak,Sweden,21/09/1999,2308
Alexander Jackson,England,TBD,2309
Alexander Jakobsen,Egypt,18/03/1994,2310
Alexander Jallow,Sweden,3/3/98,2311
Alexander Jeremejeff,Sweden,12/10/93,2312
Alexander Jones,England,28/09/1994,2313
Alexander Kacaniklic,Sweden,13/08/1991,2314
Alexander Kalyashin,Russia,24/01/1995,2315
Alexander Kerzhakov,Russia,27/11/1982,2316
Alexander Kofler,Austria,6/11/86,2317
Alexander Kovalenko,Armenia,9/4/43,2318
Alexander Kozakevych,Ukraine,9/8/75,2319
Alexander Kuznetsov,Russia,21/03/1997,2320
Alexander Kyeremeh,Ghana,5/8/95,2321
Alexander Laas,Germany,5/5/84,2322
Alexander Lafont,Belgium,14/09/1946,2323
Alexander Laing,England,3/10/02,2324
Alexander Langlitz,Germany,15/02/1991,2325
Alexander Lomovitskiy,Russia,27/01/1998,2326
Alexander Ludwig,Germany,31/01/1984,2327
Alexander Lukhvich,Belarus,21/02/1970,2328
Alexander Lund Hansen,Norway,6/10/82,2329
Alexander Lynch,Wales,4/4/95,2330
Alexander MacDonald,Scotland,14/04/1990,2331
Alexander Madlung,Germany,11/7/82,2332
Alexander Manninger,Austria,4/6/77,2333
Alexander Markov,Bulgaria,17/08/1961,2334
Alexander Mathisen,Norway,24/11/1986,2335
Alexander Medina,Uruguay,8/8/78,2336
Alexander Meier,Germany,17/01/1983,2337
Alexander Merkel,Kazakhstan,22/02/1992,2338
Alexander Meyer,Germany,13/04/1991,2339
Alexander Miller,Scotland,4/7/49,2340
Alexander Milosevic,Sweden,30/01/1992,2341
Alexander Molano,United States,10/4/92,2342
Alexander Molberg,Denmark,26/02/1999,2343
Alexander Moller,England,24/12/1991,2344
Alexander Muci,Germany,20/11/2000,2345
Alexander Mühling,Germany,5/9/92,2346
Alexander Mulrooney-Skinner,Ireland,4/9/97,2347
Alexander Munksgaard,Denmark,13/12/1997,2348
Alexander N'Doumbou,Gabon,4/1/92,2349
Alexander Nandzik,Germany,12/9/92,2350
Alexander Nilsson,Sweden,23/10/1992,2351
Alexander Nitzl,Germany,11/7/00,2352
Alexander Nollenberger,Germany,TBD,2353
Alexander Nübel,Germany,30/09/1996,2354
Alexander Pavlenko,Russia,20/01/1985,2355
Alexander Polt,Austria,30/03/1998,2356
Alexander Ranacher,Austria,20/11/1998,2357
Alexander Render,England,TBD,2358
Alexander Richardson,Scotland,15/11/1953,2359
Alexander Riemann,Germany,12/4/92,2360
Alexander Ring,Finland,9/4/91,2361
Alexander Robinson,Costa Rica,21/11/1988,2362
Alexander Rossipal,Germany,6/6/96,2363
Alexander Ruud Tveter,Norway,7/3/91,2364
Alexander Rychkov,Russia,29/09/1974,2365
Alexander Schlager,Austria,1/2/96,2366
Alexander Schmidt,Austria,19/01/1998,2367
Alexander Schnieders,Germany,10/11/85,2368
Alexander Scholz,Denmark,24/10/1992,2369
Alexander Schwolow,Germany,2/6/92,2370
Alexander Sebald,Germany,27/07/1996,2371
Alexander Selikhov,Russia,7/4/94,2372
Alexander Siebeck,Germany,3/11/93,2373
Alexander Sieghart,Germany,29/07/1994,2374
Alexander Sijtsma,Netherlands,TBD,2375
Alexander Søderlund,Norway,3/8/87,2376
Alexander Sorge,Germany,21/04/1993,2377
Alexander Sørloth,Norway,5/12/95,2378
Alexander Stepanov,Russia,5/6/96,2379
Alexander Stephan,Germany,15/09/1986,2380
Alexander Stolz,Germany,13/10/1983,2381
Alexander Succar,Peru,12/8/95,2382
Alexander Szatmári,Romania,9/3/52,2383
Alexander Szymanowski,Argentina,13/10/1988,2384
Alexander Taschner,Austria,24/02/1995,2385
Alexander Taylor,England,TBD,2386
Alexander Tettey,Norway,4/4/86,2387
Alexander Thiel,Germany,4/5/91,2388
Alexander Varino,Spain,TBD,2389
Alexander Varro,Germany,25/12/1990,2390
Alexander Vasyutin,Russia,4/3/95,2391
Alexander Vencel,Czech Republic,3/3/71,2392
Alexander Walke,Germany,6/6/83,2393
Alexander Willoughby,Scotland,17/09/1944,2394
Alexander Zhirov,Russia,24/01/1991,2395
Alexander Zickler,Germany,28/02/1974,2396
Alexanders Kolinko,Latvia,18/06/1975,2397
Alexandr Aleksandrovich Minaev,USSR,11/8/54,2398
Alexandr Berg,Kazakhstan,4/2/97,2399
Alexandr Bolsacov,Moldova,19/11/1994,2400
Alexandr Gorshkov,Russia,8/2/70,2401
Alexandr Mirzoyan,Russia,20/10/1951,2402
Alexandr Mokin,Kazakhstan,19/06/1981,2403
Alexandr Mostovoi,Russia,22/08/1968,2404
Alexandr Tsarenko,Russia,27/11/1967,2405
Alexandr Yeschenko,Russia,5/5/70,2406
Alexandr Zotov,Russia,27/08/1990,2407
Alexandra Brooks,England,19/01/1995,2408
Alexandra Gummer,Australia,10/9/92,2409
Alexandre Barthe,France,5/3/86,2410
Alexandre Bonnot,France,31/07/1973,2411
Alexandre Brault,France,TBD,2412
Alexandre Chancogne,France,TBD,2413
Alexandre Chancoigne,France,TBD,2414
Alexandre Chivadze,Georgia,8/9/55,2415
Alexandre Chmarko,Ukraine,12/3/69,2416
Alexandre Coeff,France,20/02/1992,2417
Alexandre Cropanese,France,18/10/1993,2418
Alexandre Czerniatynski,Belgium,28/07/1960,2419
Alexandre Delaunay,France,TBD,2420
Alexandre Deschamps,France,TBD,2421
Alexandre Dias,France,TBD,2422
Alexandre Dujeux,France,8/1/76,2423
Alexandre Durimel,France,16/03/1990,2424
Alexandre Fressange,France,2/2/01,2425
Alexandre Galliot,France,TBD,2426
Alexandre Geijo,Spain,5/9/82,2427
Alexandre Guerin,France,TBD,2428
Alexandre Jankewitz,Switzerland,25/12/2001,2429
Alexandre Lacazette,France,27,2430
Alexandre Lapisse,France,TBD,2431
Alexandre Letellier,France,11/12/90,2432
Alexandre Licata,France,2/1/84,2433
Alexandre Maitrepierre,France,TBD,2434
Alexandre Marie,France,TBD,2435
Alexandre Martin,France,TBD,2436
Alexandre Maurice,France,TBD,2437
Alexandre Maurouard,France,TBD,2438
Alexandre Mendy,France,20/03/1994,2439
Alexandre Morfaw,Cameroon,31/08/1987,2440
Alexandre N'gadi Kakou,France,28/11/1990,2441
Alexandre Nivaut,France,TBD,2442
Alexandre Olliero,France,15/02/1996,2443
Alexandre Oukidja,France,19/07/1988,2444
Alexandre Pasche,Switzerland,31/05/1991,2445
Alexandre Pato,Brazil,2/9/89,2446
Alexandre Song,Cameroon,9/9/87,2447
Alexandre Soulard,France,TBD,2448
Alexandre Tessier,France,TBD,2449
Alexandre Touze,France,TBD,2450
Alexandro Cavagnera,Belgium,1/12/98,2451
Alexandros Anagnostopoulos,Greece,18/08/1994,2452
Alexandros Apostolopoulos,Greece,7/11/91,2453
Alexandros Kartalis,Greece,29/01/1995,2454
Alexandros Mouzakitis,Greece,26/08/1994,2455
Alexandros Paschalakis,Greece,28/07/1989,2456
Alexandros Theodosiadis,Germany,19/12/1988,2457
Alexandros Tziolis,Greece,13/02/1985,2458
Alexandros Tzorvas,Greece,12/8/82,2459
Alexandros Voilis,Greece,26/05/2000,2460
Alexandru Aldea,Romania,5/3/95,2461
Alexandru Antoniuc,Moldova,23/05/1989,2462
Alexandru Avram,Romania,25/04/1991,2463
Alexandru Boc,Romania,3/6/46,2464
Alexandru Bourceanu,Romania,24/04/1985,2465
Alexandru Chipciu,Romania,18/05/1989,2466
Alexandru Constantin Benga,Romania,15/06/1989,2467
Alexandru Curtean,Romania,27/03/1987,2468
Alexandru Curtianu,Moldova,11/2/74,2469
Alexandru Custov,Romania,8/5/54,2470
Alexandru Dan,Romania,30/01/1994,2471
Alexandru Dandea,Romania,23/01/1988,2472
Alexandru Dedov,Moldova,26/07/1989,2473
Alexandru Epureanu,Moldova,27/09/1986,2474
Alexandru Gabriel Dubou,Romania,30/04/1991,2475
Alexandru Gatcan,Moldova,27/03/1984,2476
Alexandru Iacob,Romania,14/04/1989,2477
Alexandru Ionita II,Romania,14/12/1994,2478
Alexandru Ionut Mitrita,Romania,8/2/95,2479
Alexandru Ionut Nicola,Romania,29/05/1997,2480
Alexandru Matel,Romania,17/10/1989,2481
Alexandru Maxim,Romania,8/7/90,2482
Alexandru Melenciuc,Moldova,20/03/1979,2483
Alexandru Mihail Baluta,Romania,13/09/1993,2484
Alexandru Moldovan,Romania,23/08/1950,2485
Alexandru Neagu,Romania,26/01/1993,2486
Alexandru Nicolae,Romania,17/03/1955,2487
Alexandru Pascenco,Moldova,28/05/1989,2488
Alexandru Pena,Romania,26/01/1990,2489
Alexandru Rauta,Romania,17/06/1992,2490
Alexandru Satmareanu,Romania,9/3/52,2491
Alexandru Scripcenco,Moldova,13/01/1991,2492
Alexandru Stan,Romania,7/2/89,2493
Alexandru Suciu,Romania,29/10/1960,2494
Alexandru Suharev,Moldova,3/7/70,2495
Alexandru Suvorov,Moldova,2/2/87,2496
Alexandru Tarnovan,Romania,27/07/1995,2497
Alexandru Terhes,Romania,25/09/1960,2498
Alexandru Tudorie,Romania,19/03/1996,2499
Alexandru Tudose,Romania,3/4/87,2500
Alexandru Vlad,Romania,6/12/89,2501
Alexandru Zveaghintev,Moldova,26/07/1987,2502
Alexei Eremenko,Russia,17/01/1964,2503
Alexei Koselev,Moldova,19/11/1993,2504
Alexei Savchenko,Ukraine,27/09/1993,2505
Alexei Smertin,Russia,1/5/75,2506
Alexey Hoblenko,Ukraine,4/4/94,2507
Alexey Koshelev,Moldova,19/11/1993,2508
Alexey Kotlyarov,Russia,11/5/89,2509
Alexey Mironov,Russia,1/1/00,2510
Alexey Mironov,Russia,1/1/00,2511
Alexey Tataev,Russia,8/10/98,2512
Alexey Zinkevych,Ukraine,12/5/97,2513
Alexi Gómez,Peru,4/3/93,2514
Alexios Alexandris,Greece,21/10/1968,2515
Alexis,Spain,25/12/1987,2516
Alexis,Spain,30/07/1965,2517
Alexis Alegue,Cameroon,23/12/1996,2518
Alexis Andre,France,31/05/1997,2519
Alexis Araujo,Portugal,7/12/96,2520
Alexis Asselin,France,TBD,2521
Alexis Brou,France,TBD,2522
Alexis Canelo,Argentina,3/2/92,2523
Alexis Daigremont,France,TBD,2524
Alexis de Sart,Belgium,12/11/96,2525
Alexis Ferrante,Italy,27/06/1995,2526
Alexis Flips,France,18/01/2000,2527
Alexis Guendouz,France,26/01/1996,2528
Alexis Guichard,France,TBD,2529
Alexis Henríquez,Colombia,1/2/83,2530
Alexis Lebos,France,TBD,2531
Alexis Leguerrier,France,TBD,2532
Alexis Mac Allister,Argentina,24/12/1998,2533
Alexis Marie,France,TBD,2534
Alexis Messidoro,Argentina,13/05/1997,2535
Alexis Molina,Argentina,22/04/1996,2536
Alexis Nicolas,England,13/02/1983,2537
Alexis Ochoa,Mexico,13/07/1992,2538
Alexis Peña,Mexico,13/01/1996,2539
Alexis Peuget,France,18/12/1990,2540
Alexis Prevel,France,TBD,2541
Alexis Rolín,Uruguay,7/2/89,2542
Alexis Ruano,Spain,4/8/85,2543
Alexis Saelemaekers,Belgium,27/06/1999,2544
Alexis Sánchez,Chile,30,2545
Alexis Scholl,Belgium,11/3/96,2546
Alexis Sevestre,France,6/3/99,2547
Alexis Souahy,France,13/01/1995,2548
Alexis Villar Marcado,Spain,31/03/1988,2549
Alexis Zapata,Colombia,10/5/95,2550
Alexsandro Fernandes,Mexico,1/4/73,2551
Alexy Bosetti,France,23/04/1993,2552
Alexy Juminer,France,TBD,2553
Alf Inge Haaland,Norway,23/11/1972,2554
Alf Mintzel,Germany,21/12/1981,2555
Alfa Semedo,Guinea-Bissau,30/08/1997,2556
Alfaro,Spain,4/1/83,2557
Alfie Arthur,England,TBD,2558
Alfie Bates,England,TBD,2559
Alfie Beestin,England,1/10/97,2560
Alfie Boal,England,TBD,2561
Alfie Cue,England,TBD,2562
Alfie Doughty,England,TBD,2563
Alfie Egan,England,3/9/97,2564
Alfie Jones,England,7/10/97,2565
Alfie Jones,England,2/10/00,2566
Alfie Kilgour,England,18/05/1998,2567
Alfie Kitt,England,TBD,2568
Alfie Lewis,England,28/09/1999,2569
Alfie Madden,England,TBD,2570
Alfie Matthews,England,30/09/2001,2571
Alfie Mawson,England,25,2572
Alfie May,England,2/7/93,2573
Alfie McCalmont,Northern Ireland,25/03/2000,2574
Alfie Pavey,England,2/10/95,2575
Alfie Paxman,England,TBD,2576
Alfie Payne,England,7/10/99,2577
Alfie Potter,England,9/1/89,2578
Alfie Roberts,England,TBD,2579
Alfie Saunders,England,16/10/2001,2580
Alfie Walker,England,TBD,2581
Alfie Whiteman,England,20,2582
Alfie Young,England,3/2/97,2583
Alfons Amade,Germany,12/11/99,2584
Alfons Bastijns,Belgium,28/01/1947,2585
Alfons Bosco,Switzerland,21/10/1952,2586
Alfons Camillieri,Malta,16/10/1960,2587
Alfons Groenendijk,Netherlands,17/05/1964,2588
Alfonseda,Spain,4/3/48,2589
Alfonso,Spain,17/07/1986,2590
Alfonso,Spain,9/2/93,2591
Alfonso,Spain,26/09/1972,2592
Alfonso,Spain,24/11/1973,2593
Alfonso Artabe,Spain,18/08/1988,2594
Alfonso Blanco,Mexico,31/07/1987,2595
Alfonso Candelas,Spain,26/05/1995,2596
Alfonso Espino,Uruguay,5/1/92,2597
Alfonso González,Spain,4/5/99,2598
Alfonso Herrero,Spain,21/04/1994,2599
Alfonso Martín Castillo,Spain,10/6/94,2600
Alfonso Mateos,Spain,20/09/1994,2601
Alfonso Pedraza,Spain,9/4/96,2602
Alfonso Sánchez,Mexico,16/06/1994,2603
Alfonso Tamay,Mexico,13/05/1993,2604
Alfonso Trezza,Uruguay,22/06/1999,2605
Alfonso Valín,Spain,6/5/85,2606
Alfonso Vera,Spain,24/11/1973,2607
Alfred Azzopardi,Malta,5/2/56,2608
Alfred Debono,Malta,21/01/1944,2609
Alfred Duncan,Ghana,10/3/93,2610
Alfred Finnbogason,Iceland,1/2/89,2611
Alfred Gert,Austria,3/3/55,2612
Alfred Gomis,Senegal,5/9/93,2613
Alfred Hala,Austria,6/10/50,2614
Alfred Hörtnagl,Austria,24/09/1966,2615
Alfred Mallia,Malta,TBD,2616
Alfred Mizzi,Malta,10/1/41,2617
Alfred N'Diaye,Senegal,6/3/90,2618
Alfred Planas,Spain,15/02/1996,2619
Alfred Potrawa,Poland,5/4/47,2620
Alfred Riedl,Austria,2/11/49,2621
Alfred Rogers,England,6/2/95,2622
Alfred Roscher,Austria,11/11/59,2623
Alfred Takacs,Austria,19/02/1948,2624
Alfredo,Portugal,5/10/62,2625
Alfredo Amarillo,Uruguay,2/1/53,2626
Alfredo Bifulco,Italy,19/01/1997,2627
Alfredo Gutiérrez,Spain,30/11/1997,2628
Alfredo Morales,United States,12/5/90,2629
Alfredo Morelos,Colombia,21/06/1996,2630
Alfredo Muianga,Portugal,10/6/53,2631
Alfredo Murça,Portugal,17/01/1948,2632
Alfredo Ortuño,Spain,21/01/1991,2633
Alfredo Pérez,Spain,23/03/1991,2634
Alfredo Sánchez Benito,Spain,3/12/72,2635
Alfredo Talavera,Mexico,18/09/1982,2636
Algis Ozcan Muharrem,Turkey,TBD,2637
Alhaji Gero,Nigeria,10/10/93,2638
Alhaji Kamara,Sierra Leone,16/04/1994,2639
Alhaji Sesay,Sierra Leone,TBD,2640
Alharbi El Jadeyaoui,Morocco,8/8/86,2641
Alhassan Wakaso,Ghana,7/1/92,2642
Alhassane Keita,Guinea,26/06/1983,2643
Ali Abass,Ghana,15/02/1995,2644
Ali Abbas,Iraq,30/08/1986,2645
Ali Abdi,Tunisia,20/12/1993,2646
Ali Adem,Macedonia,1/6/00,2647
Ali Adnan Kadhim,Iraq,19/12/1993,2648
Ali Ahamada,Comoros,19/08/1991,2649
Ali Ahmed Qadry,Qatar,2/2/94,2650
Ali Al Habsi,Oman,30/12/1981,2651
Ali Al Hosani,United Arab Emirates,26/05/1988,2652
Ali Al Mahdi,Qatar,2/3/92,2653
Ali Al Maqseed,Kuwait,11/12/86,2654
Ali Al-Amri,Saudi Arabia,21/08/1994,2655
Ali Al-Hamadi,England,TBD,2656
Ali Al-Zubaidi,Saudi Arabia,4/1/93,2657
Ali Alnemer,Saudi Arabia,25/08/1991,2658
Ali Asadalla,Qatar,19/01/1993,2659
Ali Asgari,Iran,TBD,2660
Ali Awaji,Saudi Arabia,2/8/89,2661
Ali Benarbia,Algeria,8/10/68,2662
Ali Bilgin,Turkey,17/12/1981,2663
Ali Camdali,Turkey,22/02/1984,2664
Ali Chaaban,Lebanon,16/03/1982,2665
Ali Crawford,Scotland,30/07/1991,2666
Ali Dere,Turkey,29/09/1992,2667
Alí Diakité,Cote D'Ivoire,3/3/93,2668
Ali Erdin,Turkey,TBD,2669
Ali Eyigun,Australia,TBD,2670
Ali Faiz Atashi,Qatar,24/12/1996,2671
Ali Fathy,Egypt,2/1/92,2672
Ali Ferhat Aksoy,Turkey,TBD,2673
Ali Fuseini,Ghana,7/12/88,2674
Ali Gabr,Egypt,1/1/89,2675
Ali Gadzhibekov,Russia,6/8/89,2676
Ali Ghazal,Egypt,1/2/92,2677
Ali Ghorbani,Iran,18/09/1990,2678
Ali Gökdemir,Azerbaijan,17/09/1991,2679
Ali Gültiken,Turkey,27/06/1965,2680
Ali Hadi Albulayhi,Saudi Arabia,21/11/1989,2681
Ali Han Tuncer,Turkey,22/08/1995,2682
Ali Hassan Afif,Qatar,20/01/1988,2683
Ali Jemal,Tunisia,9/6/90,2684
Ali Kaan Guneren,Turkey,8/4/00,2685
Ali Karimi,Iran,11/2/94,2686
Ali Karimi,Iran,8/11/78,2687
Ali Kemal Denizci,Turkey,1/3/50,2688
Ali Khaseif,United Arab Emirates,9/6/87,2689
Ali Kılıc,Turkey,15/02/1990,2690
Ali Koike,England,TBD,2691
Ali Koiki,England,22/08/1999,2692
Ali Kucik,Turkey,17/06/1991,2693
Ali Maâloul,Tunisia,1/1/90,2694
Ali Mabkhout,United Arab Emirates,5/10/90,2695
Ali Machani,Tunisia,12/7/93,2696
Ali Mert Aydin,Turkey,1/1/98,2697
Ali Messaoud,Morocco,13/04/1991,2698
Ali Motaab,Qatar,TBD,2699
Ali Muntari,England,TBD,2700
Ali Nail Durmus,Turkey,21/11/1970,2701
Ali Omar,England,TBD,2702
Ali Osman Karnapoglu,Turkey,30/04/1999,2703
Ali Redmayne,England,TBD,2704
Ali Reghba,Ireland,14/01/2000,2705
Ali Sadiq Mousa,Iraq,30/11/1991,2706
Ali Salim,England,TBD,2707
Ali Sulijic,Sweden,18/09/1997,2708
Ali Suljic,Bosnia And Herzegovina,18/09/1997,2709
Ali Tandogan,Turkey,25/12/1977,2710
Ali Turan,Turkey,6/9/83,2711
Ali Ulgen,Turkey,10/11/99,2712
Ali Yanar,Turkey,15/05/1998,2713
Ali Yasar,Belgium,8/3/95,2714
Ali Yavas,Turkey,1/1/50,2715
Ali Yavuz Kol,Turkey,29/01/2001,2716
Ali Yılmaz,Turkey,TBD,2717
Aliaga,Spain,18/04/1957,2718
Aliaksandr Anufryieu,Belarus,21/07/1995,2719
Aliaksandr Nemirko,Belarus,8/2/00,2720
Aliaksei Kuchuk,Belarus,9/9/86,2721
Alibek Aliev,Sweden,16/08/1996,2722
Alican Karadag,Turkey,8/1/90,2723
Alican Özfesli,Turkey,1/1/97,2724
Alice Harkness,Northern Ireland,TBD,2725
Alie Sesay,Sierra Leone,2/8/94,2726
Alijaz Cotman,Slovenia,26/04/1994,2727
Aliko Bala,Nigeria,27/02/1997,2728
